id,cause_of_death,dead_or_missing,route,year,month
2259,suicide,1,,2003,5
2260,unknown,1,Western Mediterranean Route,2003,4
2261,drowning or exhaustion,2,Western African Route,2003,4
2262,drowning or exhaustion,2,Western African Route,2003,4
2263,suicide,1,,2003,4
2264,violent accidental death,2,Eastern Mediterranean Route,2003,3
2265,drowning or exhaustion,13,Western African Route,2003,3
2266,violent accidental death,2,Eastern Mediterranean Route,2003,3
2267,suicide,1,,2003,3
2268,suicide,1,Central Mediterranean Route,2003,3
2269,unknown,1,,2003,3
2270,authorities related death,1,Western Mediterranean Route,2003,3
2271,drowning or exhaustion,1,Central Mediterranean Route,2003,3
2272,drowning or exhaustion,5,Eastern Mediterranean Route,2003,3
2273,suicide,1,,2003,3
2274,suicide,1,,2003,3
2275,drowning or exhaustion,1,Western Mediterranean Route,2003,3
2276,unknown,7,,2003,2
2277,drowning or exhaustion,1,Eastern Borders Route,2003,2
2278,drowning or exhaustion,12,Western African Route,2003,2
2279,violent accidental death,1,,2003,2
2280,violent accidental death,1,,2003,2
2281,violent accidental death,1,,2003,2
2282,suicide,1,,2003,2
2283,drowning or exhaustion,12,Western African Route,2003,2
2284,drowning or exhaustion,15,Western African Route,2003,2
2285,unknown,9,Central Mediterranean Route,2003,2
2286,violent accidental death,1,,2003,2
2287,drowning or exhaustion,2,Western African Route,2003,2
2288,drowning or exhaustion,9,Western African Route,2003,2
2289,violent accidental death,1,,2003,2
2290,drowning or exhaustion,1,Western Mediterranean Route,2003,2
2291,drowning or exhaustion,1,,2003,12
2292,drowning or exhaustion,2,,2003,12
2293,suicide,1,,2003,12
2294,drowning or exhaustion,1,,2003,12
2295,drowning or exhaustion,51,Eastern Mediterranean Route,2003,12
2296,drowning or exhaustion,7,Eastern Mediterranean Route,2003,12
2297,drowning or exhaustion,2,Eastern Mediterranean Route,2003,12
2298,drowning or exhaustion,1,Central Mediterranean Route,2003,12
2299,drowning or exhaustion,1,Western Mediterranean Route,2003,12
2300,drowning or exhaustion,10,Western Mediterranean Route,2003,12
2301,drowning or exhaustion,1,Central Mediterranean Route,2003,12
2302,drowning or exhaustion,15,Western African Route,2003,12
2303,drowning or exhaustion,1,,2003,12
2304,drowning or exhaustion,5,Western African Route,2003,11
2305,drowning or exhaustion,9,Western African Route,2003,11
2306,drowning or exhaustion,1,Western Mediterranean Route,2003,11
2307,drowning or exhaustion,1,Western Mediterranean Route,2003,11
2308,drowning or exhaustion,2,,2003,11
2309,unknown,1,Central Mediterranean Route,2003,11
2310,drowning or exhaustion,2,Western Mediterranean Route,2003,11
2311,violent accidental death,1,Central Mediterranean Route,2003,11
2312,drowning or exhaustion,2,Western Mediterranean Route,2003,10
2313,drowning or exhaustion,1,Western Mediterranean Route,2003,10
2314,drowning or exhaustion,1,,2003,10
2315,drowning or exhaustion,11,Western Mediterranean Route,2003,10
2316,drowning or exhaustion,37,Western Mediterranean Route,2003,10
2317,drowning or exhaustion,37,Western Mediterranean Route,2003,10
2318,drowning or exhaustion,22,Central Mediterranean Route,2003,10
2319,drowning or exhaustion,5,Central Mediterranean Route,2003,10
2320,drowning or exhaustion,6,Central Mediterranean Route,2003,10
2321,drowning or exhaustion,13,Central Mediterranean Route,2003,10
2322,suicide,1,,2003,10
2323,drowning or exhaustion,50,Central Mediterranean Route,2003,10
2324,drowning or exhaustion,12,Central Mediterranean Route,2003,10
2325,drowning or exhaustion,1,Central Mediterranean Route,2003,10
2326,drowning or exhaustion,4,Western Mediterranean Route,2003,10
2327,drowning or exhaustion,1,Central Mediterranean Route,2003,10
2328,drowning or exhaustion,8,Central Mediterranean Route,2003,10
2329,drowning or exhaustion,2,Central Mediterranean Route,2003,10
2330,unknown,11,Central Mediterranean Route,2003,10
2331,drowning or exhaustion,1,Central Mediterranean Route,2003,10
2332,unknown,1,,2003,10
2333,suicide,1,,2003,10
2334,drowning or exhaustion,11,Western Mediterranean Route,2003,10
2335,drowning or exhaustion,2,Western African Route,2003,10
2336,drowning or exhaustion,1,Central Mediterranean Route,2003,10
2337,authorities related death,1,Western Mediterranean Route,2003,10
2338,drowning or exhaustion,5,Eastern Mediterranean Route,2003,10
2339,drowning or exhaustion,10,Western Mediterranean Route,2003,1
2340,drowning or exhaustion,7,Western Mediterranean Route,2003,1
2341,malicious intent,3,Western Mediterranean Route,2003,1
2342,malicious intent,1,Western Mediterranean Route,2003,1
2343,suicide,1,,2003,1
2344,violent accidental death,2,,2003,1
2345,unknown,29,Apulia and Calabria Route,2003,1
2346,drowning or exhaustion,26,Western African Route,2003,1
2347,unknown,4,Western African Route,2003,1
2348,drowning or exhaustion,18,Western Mediterranean Route,2003,1
2349,drowning or exhaustion,6,Apulia and Calabria Route,2003,1
2350,drowning or exhaustion,23,Apulia and Calabria Route,2003,1
2351,authorities related death,1,,2003,1
2352,unknown,2,Western Mediterranean Route,2003,1
2353,drowning or exhaustion,1,,2003,1
2354,drowning or exhaustion,19,Western Mediterranean Route,2003,1
2355,drowning or exhaustion,1,Western Mediterranean Route,2003,1
2356,drowning or exhaustion,14,Western African Route,2003,1
2357,unknown,1,Western Mediterranean Route,2003,1
2358,drowning or exhaustion,2,Western African Route,2003,1
2359,drowning or exhaustion,2,Western African Route,2003,1
2360,drowning or exhaustion,10,Western African Route,2003,1
2361,drowning or exhaustion,12,Western African Route,2003,1
2362,drowning or exhaustion,1,,2003,1
2363,drowning or exhaustion,2,Western Mediterranean Route,2003,1
2364,drowning or exhaustion,1,,2003,1
2365,drowning or exhaustion,1,,2003,1
2366,drowning or exhaustion,1,Western Mediterranean Route,2003,1
2367,unknown,1,,2003,1
2368,drowning or exhaustion,13,Western Mediterranean Route,2003,1
2369,drowning or exhaustion,17,Western Mediterranean Route,2003,1
2370,suicide,1,,2003,1
2371,drowning or exhaustion,5,Western Mediterranean Route,2003,1
2372,violent accidental death,1,Western Mediterranean Route,2003,1
2373,unknown,3,Central Mediterranean Route,2003,1
2374,unknown,1,Central Mediterranean Route,2003,1
2375,drowning or exhaustion,2,Western Mediterranean Route,2003,1
2376,drowning or exhaustion,3,,2003,1
2377,drowning or exhaustion,2,Central Mediterranean Route,2003,1
2378,suicide,1,,2003,1
2379,drowning or exhaustion,10,Western African Route,2003,1
2380,malicious intent,13,Western Mediterranean Route,2003,1
2381,drowning or exhaustion,9,Western Mediterranean Route,2003,1
2382,drowning or exhaustion,15,Western African Route,2003,1
2383,unknown,6,Eastern Mediterranean Route,2003,1
2384,violent accidental death,2,Eastern Mediterranean Route,2003,1
2385,unknown,2,,2003,1
2386,suicide,1,,2003,1
2387,drowning or exhaustion,2,Western Mediterranean Route,2003,1
2388,drowning or exhaustion,1,Western Balkan Route,2003,1
2389,unknown,1,Eastern Borders Route,2003,1
2390,drowning or exhaustion,1,Western Mediterranean Route,2003,1
2391,drowning or exhaustion,1,Central Mediterranean Route,2003,1
2392,drowning or exhaustion,10,Western African Route,2003,1
2393,drowning or exhaustion,76,Western Mediterranean Route,2003,1
2394,drowning or exhaustion,12,Western African Route,2003,1
2395,violent accidental death,1,Eastern Mediterranean Route,2003,1
2396,drowning or exhaustion,3,Western Mediterranean Route,2003,1
2397,unknown,7,Western Mediterranean Route,2003,1
2398,drowning or exhaustion,2,Western Mediterranean Route,2003,1
2399,unknown,1,Western Mediterranean Route,2003,1
2400,unknown,2,Western Mediterranean Route,2002,9
2401,drowning or exhaustion,10,Eastern Mediterranean Route,2002,9
2402,drowning or exhaustion,3,Eastern Mediterranean Route,2002,9
2403,authorities related death,1,,2002,9
2404,drowning or exhaustion,15,Central Mediterranean Route,2002,9
2405,violent accidental death,1,,2002,9
2406,drowning or exhaustion,1,Central Mediterranean Route,2002,9
2407,drowning or exhaustion,36,Central Mediterranean Route,2002,9
2408,suicide,1,,2002,9
2409,drowning or exhaustion,1,Western Mediterranean Route,2002,9
2410,unknown,2,Apulia and Calabria Route,2002,9
2411,suicide,1,Western Mediterranean Route,2002,9
2412,drowning or exhaustion,2,Western Mediterranean Route,2002,9
2413,suicide,1,,2002,9
2414,drowning or exhaustion,1,Eastern Mediterranean Route,2002,8
2415,drowning or exhaustion,5,,2002,8
2416,violent accidental death,1,Eastern Mediterranean Route,2002,8
2417,drowning or exhaustion,9,Western African Route,2002,8
2418,drowning or exhaustion,4,,2002,8
2419,unknown,26,Western Mediterranean Route,2002,8
2420,unknown,1,,2002,8
2421,drowning or exhaustion,14,Western Mediterranean Route,2002,8
2422,drowning or exhaustion,2,Western Mediterranean Route,2002,8
2423,drowning or exhaustion,1,Eastern Mediterranean Route,2002,8
2424,drowning or exhaustion,4,Apulia and Calabria Route,2002,8
2425,drowning or exhaustion,1,Apulia and Calabria Route,2002,8
2426,unknown,34,,2002,8
2427,drowning or exhaustion,13,Western Mediterranean Route,2002,8
2428,drowning or exhaustion,1,Western African Route,2002,7
2429,violent accidental death,1,,2002,7
2430,unknown,15,Apulia and Calabria Route,2002,7
2431,drowning or exhaustion,7,Apulia and Calabria Route,2002,7
2432,unknown,5,Western African Route,2002,7
2433,drowning or exhaustion,1,Western African Route,2002,7
2434,unknown,7,Eastern Mediterranean Route,2002,7
2435,unknown,1,,2002,7
2436,suicide,1,,2002,7
2437,drowning or exhaustion,1,Western African Route,2002,7
2438,unknown,47,Central Mediterranean Route,2002,7
2439,drowning or exhaustion,12,Central Mediterranean Route,2002,7
2440,unknown,1,Western Mediterranean Route,2002,7
2441,drowning or exhaustion,2,Apulia and Calabria Route,2002,7
2442,unknown,12,Eastern Mediterranean Route,2002,6
2443,drowning or exhaustion,6,Eastern Mediterranean Route,2002,6
2444,drowning or exhaustion,5,Eastern Mediterranean Route,2002,6
2445,drowning or exhaustion,1,Western Mediterranean Route,2002,6
2446,violent accidental death,1,Eastern Mediterranean Route,2002,6
2447,authorities related death,2,,2002,6
2448,drowning or exhaustion,1,,2002,6
2449,drowning or exhaustion,3,Western African Route,2002,6
2450,authorities related death,2,,2002,6
2451,drowning or exhaustion,10,Central Mediterranean Route,2002,6
2452,drowning or exhaustion,1,,2002,6
2453,drowning or exhaustion,2,Eastern Mediterranean Route,2002,6
2454,drowning or exhaustion,1,Western Mediterranean Route,2002,6
2455,drowning or exhaustion,4,Apulia and Calabria Route,2002,6
2456,unknown,45,,2002,6
2457,drowning or exhaustion,19,,2002,5
2458,drowning or exhaustion,5,Eastern Mediterranean Route,2002,5
2459,unknown,5,Eastern Mediterranean Route,2002,5
2460,drowning or exhaustion,1,Western Mediterranean Route,2002,5
2461,authorities related death,1,,2002,5
2462,violent accidental death,1,,2002,5
2463,authorities related death,1,Eastern Mediterranean Route,2002,5
2464,drowning or exhaustion,8,Western Balkan Route,2002,5
2465,violent accidental death,1,,2002,5
2466,violent accidental death,1,,2002,5
2467,drowning or exhaustion,11,Apulia and Calabria Route,2002,5
2468,drowning or exhaustion,1,Apulia and Calabria Route,2002,5
2469,violent accidental death,1,,2002,5
2470,drowning or exhaustion,2,Western Mediterranean Route,2002,5
2471,malicious intent,1,,2002,5
2472,drowning or exhaustion,11,Western African Route,2002,4
2473,unknown,25,Eastern Mediterranean Route,2002,4
2474,drowning or exhaustion,3,Eastern Mediterranean Route,2002,4
2475,malicious intent,1,,2002,4
2476,violent accidental death,1,,2002,4
2477,drowning or exhaustion,3,,2002,4
2478,violent accidental death,1,,2002,4
2479,malicious intent,2,,2002,4
2480,drowning or exhaustion,1,Eastern Mediterranean Route,2002,4
2481,suicide,1,,2002,3
2482,violent accidental death,1,Eastern Mediterranean Route,2002,3
2483,drowning or exhaustion,5,,2002,3
2484,violent accidental death,2,Eastern Mediterranean Route,2002,3
2485,violent accidental death,1,Western Mediterranean Route,2002,3
2486,unknown,6,Apulia and Calabria Route,2002,3
2487,unknown,59,Central Mediterranean Route,2002,3
2488,authorities related death,3,,2002,3
2489,drowning or exhaustion,1,Western Balkan Route,2002,3
2490,drowning or exhaustion,1,,2002,3
2491,drowning or exhaustion,3,Western Mediterranean Route,2002,2
2492,suicide,1,,2002,2
2493,violent accidental death,1,,2002,2
2494,violent accidental death,1,,2002,2
2495,authorities related death,1,Eastern Mediterranean Route,2002,2
2496,suicide,1,,2002,2
2497,drowning or exhaustion,4,Western Mediterranean Route,2002,2
2498,violent accidental death,2,,2002,2
2499,authorities related death,1,,2002,2
2500,suicide,1,,2002,2
2501,drowning or exhaustion,1,Eastern Mediterranean Route,2002,2
2502,drowning or exhaustion,2,Western Mediterranean Route,2002,2
2503,unknown,1,Apulia and Calabria Route,2002,2
2504,drowning or exhaustion,1,Central Mediterranean Route,2002,2
2505,drowning or exhaustion,1,,2002,12
2506,drowning or exhaustion,1,Eastern Mediterranean Route,2002,12
2507,drowning or exhaustion,5,Eastern Mediterranean Route,2002,12
2508,drowning or exhaustion,1,Eastern Mediterranean Route,2002,12
2509,suicide,1,,2002,12
2510,drowning or exhaustion,1,,2002,12
2511,suicide,1,,2002,12
2512,drowning or exhaustion,3,Western Mediterranean Route,2002,12
2513,drowning or exhaustion,7,Western Mediterranean Route,2002,12
2514,drowning or exhaustion,4,Eastern Mediterranean Route,2002,12
2515,drowning or exhaustion,4,Eastern Mediterranean Route,2002,12
2516,drowning or exhaustion,2,Eastern Mediterranean Route,2002,12
2517,suicide,1,,2002,12
2518,unknown,1,Central Mediterranean Route,2002,12
2519,unknown,12,Eastern Mediterranean Route,2002,12
2520,drowning or exhaustion,10,Eastern Mediterranean Route,2002,12
2521,drowning or exhaustion,10,Eastern Mediterranean Route,2002,12
2522,unknown,1,,2002,12
2523,violent accidental death,1,,2002,12
2524,drowning or exhaustion,1,Eastern Mediterranean Route,2002,12
2525,unknown,1,Western Mediterranean Route,2002,12
2526,drowning or exhaustion,1,,2002,12
2527,violent accidental death,1,,2002,12
2528,unknown,2,,2002,12
2529,suicide,1,,2002,12
2530,drowning or exhaustion,4,Western Mediterranean Route,2002,12
2531,suicide,1,,2002,12
2532,authorities related death,2,,2002,11
2533,drowning or exhaustion,8,Western Mediterranean Route,2002,11
2534,drowning or exhaustion,32,Western African Route,2002,11
2535,drowning or exhaustion,56,Central Mediterranean Route,2002,11
2536,drowning or exhaustion,12,Central Mediterranean Route,2002,11
2537,unknown,2,Eastern Mediterranean Route,2002,11
2538,unknown,2,Western Mediterranean Route,2002,11
2539,suicide,1,Western Balkan Route,2002,11
2540,suicide,1,,2002,11
2541,drowning or exhaustion,4,Western Mediterranean Route,2002,11
2542,drowning or exhaustion,2,Western Mediterranean Route,2002,11
2543,unknown,47,Western Mediterranean Route,2002,11
2544,drowning or exhaustion,5,Western Mediterranean Route,2002,11
2545,drowning or exhaustion,1,,2002,11
2546,drowning or exhaustion,1,Eastern Mediterranean Route,2002,11
2547,suicide,1,,2002,11
2548,drowning or exhaustion,1,Apulia and Calabria Route,2002,11
2549,drowning or exhaustion,6,Apulia and Calabria Route,2002,11
2550,suicide,1,,2002,11
2551,unknown,23,,2002,10
2552,drowning or exhaustion,2,Eastern Mediterranean Route,2002,10
2553,unknown,9,Central Mediterranean Route,2002,10
2554,drowning or exhaustion,6,Eastern Mediterranean Route,2002,10
2555,unknown,5,Western Mediterranean Route,2002,10
2556,drowning or exhaustion,5,Western Mediterranean Route,2002,10
2557,drowning or exhaustion,2,Eastern Mediterranean Route,2002,10
2558,drowning or exhaustion,7,Eastern Mediterranean Route,2002,10
2559,unknown,14,Western Mediterranean Route,2002,10
2560,drowning or exhaustion,5,Western African Route,2002,10
2561,drowning or exhaustion,1,Western African Route,2002,10
2562,drowning or exhaustion,7,Western Mediterranean Route,2002,10
2563,drowning or exhaustion,6,Western Mediterranean Route,2002,10
2564,drowning or exhaustion,9,Western Mediterranean Route,2002,10
2565,drowning or exhaustion,1,,2002,1
2566,unknown,1,Western Mediterranean Route,2002,1
2567,drowning or exhaustion,16,Western African Route,2002,1
2568,malicious intent,1,,2002,1
2569,other,1,,2002,1
2570,drowning or exhaustion,44,Eastern Mediterranean Route,2002,1
2571,violent accidental death,1,,2002,1
2572,drowning or exhaustion,4,,2002,1
2573,drowning or exhaustion,1,Eastern Mediterranean Route,2002,1
2574,drowning or exhaustion,1,,2002,1
2575,drowning or exhaustion,12,,2002,1
2576,drowning or exhaustion,8,,2002,1
2577,unknown,5,Western Mediterranean Route,2002,1
2578,drowning or exhaustion,9,Western Mediterranean Route,2002,1
2579,unknown,1,Central Mediterranean Route,2002,1
2580,drowning or exhaustion,9,Central Mediterranean Route,2002,1
2581,drowning or exhaustion,1,Eastern Mediterranean Route,2002,1
2582,unknown,1,Apulia and Calabria Route,2002,1
2583,suicide,1,,2002,1
2584,drowning or exhaustion,13,Western Mediterranean Route,2002,1
2585,drowning or exhaustion,11,Central Mediterranean Route,2002,1
2586,drowning or exhaustion,3,Central Mediterranean Route,2002,1
2587,unknown,5,Eastern Mediterranean Route,2002,1
2588,drowning or exhaustion,2,Eastern Mediterranean Route,2002,1
2589,drowning or exhaustion,1,Eastern Mediterranean Route,2002,1
2590,suicide,1,,2002,1
2591,drowning or exhaustion,17,Western Mediterranean Route,2002,1
2592,drowning or exhaustion,2,Western Mediterranean Route,2002,1
2593,drowning or exhaustion,11,Western Mediterranean Route,2002,1
2594,drowning or exhaustion,5,,2002,1
2595,unknown,2,Apulia and Calabria Route,2002,1
2596,drowning or exhaustion,4,Western African Route,2002,1
2597,drowning or exhaustion,1,Western African Route,2002,1
2598,unknown,1,Western African Route,2002,1
2599,unknown,1,Western Mediterranean Route,2002,1
2600,violent accidental death,2,Apulia and Calabria Route,2002,1
2601,drowning or exhaustion,2,Apulia and Calabria Route,2002,1
2602,drowning or exhaustion,9,,2002,1
2603,drowning or exhaustion,10,,2002,1
2604,drowning or exhaustion,1,Eastern Mediterranean Route,2002,1
2605,drowning or exhaustion,1,Eastern Mediterranean Route,2002,1
2606,drowning or exhaustion,5,Eastern Mediterranean Route,2002,1
2607,drowning or exhaustion,3,,2002,1
2608,drowning or exhaustion,11,Western African Route,2002,1
2609,authorities related death,8,,2002,1
2610,drowning or exhaustion,2,Western Mediterranean Route,2002,1
2611,drowning or exhaustion,1,Apulia and Calabria Route,2002,1
2612,suicide,1,,2002,1
2613,drowning or exhaustion,1,,2002,1
2614,suicide,1,,2001,9
2615,violent accidental death,1,,2001,9
2616,unknown,1,Apulia and Calabria Route,2001,9
2617,unknown,12,,2001,9
2618,suicide,1,,2001,9
2619,unknown,1,,2001,9
2620,unknown,52,,2001,9
2621,unknown,5,,2001,9
2622,unknown,4,,2001,9
2623,drowning or exhaustion,7,Western African Route,2001,9
2624,unknown,3,Western Mediterranean Route,2001,9
2625,suicide,1,,2001,9
2626,drowning or exhaustion,13,Western Mediterranean Route,2001,9
2627,drowning or exhaustion,41,Western Mediterranean Route,2001,9
2628,drowning or exhaustion,1,Western Mediterranean Route,2001,9
2629,drowning or exhaustion,1,Western Mediterranean Route,2001,9
2630,unknown,1,Western Mediterranean Route,2001,9
2631,unknown,1,Western Mediterranean Route,2001,9
2632,unknown,5,Eastern Mediterranean Route,2001,9
2633,unknown,1,Apulia and Calabria Route,2001,8
2634,drowning or exhaustion,9,Western African Route,2001,8
2635,drowning or exhaustion,4,Western Mediterranean Route,2001,8
2636,unknown,1,Western Mediterranean Route,2001,8
2637,suicide,1,,2001,8
2638,drowning or exhaustion,1,Western Mediterranean Route,2001,8
2639,unknown,1,,2001,8
2640,drowning or exhaustion,3,Western African Route,2001,8
2641,drowning or exhaustion,2,Western African Route,2001,8
2642,drowning or exhaustion,1,Western Mediterranean Route,2001,8
2643,drowning or exhaustion,2,Western Mediterranean Route,2001,8
2644,drowning or exhaustion,8,,2001,8
2645,unknown,8,,2001,8
2646,unknown,1,Western Mediterranean Route,2001,8
2647,unknown,1,Western Mediterranean Route,2001,8
2648,drowning or exhaustion,11,Western Mediterranean Route,2001,8
2649,unknown,2,,2001,8
2650,unknown,26,,2001,8
2651,unknown,1,,2001,8
2652,drowning or exhaustion,1,Western Mediterranean Route,2001,8
2653,suicide,1,,2001,8
2654,malicious intent,1,,2001,7
2655,suicide,1,,2001,7
2656,authorities related death,1,,2001,7
2657,unknown,2,Western Mediterranean Route,2001,7
2658,drowning or exhaustion,4,Western Mediterranean Route,2001,7
2659,drowning or exhaustion,2,Western Mediterranean Route,2001,7
2660,authorities related death,2,,2001,7
2661,drowning or exhaustion,1,Western Mediterranean Route,2001,7
2662,malicious intent,1,Central Mediterranean Route,2001,7
2663,drowning or exhaustion,1,Eastern Mediterranean Route,2001,7
2664,drowning or exhaustion,12,Eastern Mediterranean Route,2001,7
2665,unknown,3,Central Mediterranean Route,2001,7
2666,drowning or exhaustion,4,Central Mediterranean Route,2001,7
2667,drowning or exhaustion,1,Eastern Mediterranean Route,2001,7
2668,unknown,1,Western Mediterranean Route,2001,6
2669,unknown,1,Western Mediterranean Route,2001,6
2670,drowning or exhaustion,1,Western Mediterranean Route,2001,6
2671,suicide,1,,2001,6
2672,violent accidental death,1,,2001,6
2673,drowning or exhaustion,1,Western Mediterranean Route,2001,6
2674,drowning or exhaustion,6,Eastern Mediterranean Route,2001,6
2675,violent accidental death,1,,2001,6
2676,drowning or exhaustion,4,Eastern Mediterranean Route,2001,6
2677,drowning or exhaustion,6,Eastern Mediterranean Route,2001,6
2678,unknown,1,Apulia and Calabria Route,2001,6
2679,violent accidental death,1,,2001,6
2680,drowning or exhaustion,1,Western Mediterranean Route,2001,6
2681,drowning or exhaustion,5,Eastern Mediterranean Route,2001,6
2682,violent accidental death,1,,2001,6
2683,malicious intent,12,Apulia and Calabria Route,2001,6
2684,unknown,2,Western Mediterranean Route,2001,6
2685,violent accidental death,3,Western Balkan Route,2001,6
2686,violent accidental death,1,Western Mediterranean Route,2001,6
2687,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2688,drowning or exhaustion,15,Western African Route,2001,5
2689,violent accidental death,1,,2001,5
2690,unknown,2,Western African Route,2001,5
2691,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2692,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2693,suicide,1,Western Mediterranean Route,2001,5
2694,violent accidental death,2,Eastern Mediterranean Route,2001,5
2695,violent accidental death,3,Eastern Mediterranean Route,2001,5
2696,suicide,1,,2001,5
2697,violent accidental death,140,,2001,5
2698,drowning or exhaustion,1,,2001,5
2699,drowning or exhaustion,5,Eastern Mediterranean Route,2001,5
2700,unknown,1,Western Mediterranean Route,2001,5
2701,drowning or exhaustion,1,Eastern Mediterranean Route,2001,5
2702,unknown,1,,2001,5
2703,unknown,1,Western Mediterranean Route,2001,5
2704,drowning or exhaustion,10,Western Mediterranean Route,2001,5
2705,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2706,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2707,drowning or exhaustion,1,Western Mediterranean Route,2001,5
2708,violent accidental death,2,,2001,4
2709,drowning or exhaustion,1,,2001,4
2710,drowning or exhaustion,4,Eastern Mediterranean Route,2001,4
2711,other,1,,2001,4
2712,drowning or exhaustion,2,Western Mediterranean Route,2001,4
2713,violent accidental death,1,Eastern Mediterranean Route,2001,3
2714,violent accidental death,1,Eastern Mediterranean Route,2001,3
2715,drowning or exhaustion,1,Western Mediterranean Route,2001,3
2716,violent accidental death,1,,2001,3
2717,drowning or exhaustion,2,Apulia and Calabria Route,2001,3
2718,drowning or exhaustion,1,Western Mediterranean Route,2001,3
2719,violent accidental death,1,Western Mediterranean Route,2001,3
2720,malicious intent,1,Western Mediterranean Route,2001,3
2721,drowning or exhaustion,7,Western Mediterranean Route,2001,3
2722,drowning or exhaustion,1,Western Mediterranean Route,2001,3
2723,drowning or exhaustion,3,Western Mediterranean Route,2001,3
2724,unknown,1,Central Mediterranean Route,2001,3
2725,drowning or exhaustion,1,Western Mediterranean Route,2001,3
2726,unknown,1,,2001,3
2727,drowning or exhaustion,2,Western Mediterranean Route,2001,3
2728,violent accidental death,12,Western Mediterranean Route,2001,2
2729,unknown,50,,2001,2
2730,drowning or exhaustion,1,,2001,2
2731,malicious intent,1,,2001,2
2732,violent accidental death,1,,2001,2
2733,drowning or exhaustion,2,Western Mediterranean Route,2001,2
2734,drowning or exhaustion,2,Apulia and Calabria Route,2001,2
2735,drowning or exhaustion,30,Western Mediterranean Route,2001,2
2736,violent accidental death,1,,2001,2
2737,drowning or exhaustion,4,,2001,12
2738,drowning or exhaustion,19,,2001,12
2739,unknown,30,,2001,12
2740,drowning or exhaustion,4,Western Mediterranean Route,2001,12
2741,drowning or exhaustion,1,Eastern Mediterranean Route,2001,12
2742,drowning or exhaustion,1,,2001,12
2743,other,1,,2001,12
2744,suicide,1,,2001,12
2745,drowning or exhaustion,1,Western Mediterranean Route,2001,12
2746,violent accidental death,2,,2001,12
2747,drowning or exhaustion,1,,2001,12
2748,violent accidental death,4,,2001,12
2749,drowning or exhaustion,4,Western African Route,2001,12
2750,unknown,1,Western Mediterranean Route,2001,12
2751,drowning or exhaustion,4,,2001,12
2752,unknown,7,Western African Route,2001,12
2753,drowning or exhaustion,3,Western Mediterranean Route,2001,12
2754,drowning or exhaustion,8,,2001,12
2755,unknown,3,Eastern Mediterranean Route,2001,12
2756,drowning or exhaustion,1,Western Mediterranean Route,2001,12
2757,unknown,1,Western Mediterranean Route,2001,12
2758,other,1,,2001,12
2759,unknown,6,Eastern Mediterranean Route,2001,12
2760,violent accidental death,1,,2001,11
2761,drowning or exhaustion,1,Western African Route,2001,11
2762,drowning or exhaustion,1,Western Mediterranean Route,2001,11
2763,violent accidental death,1,,2001,11
2764,drowning or exhaustion,1,,2001,11
2765,authorities related death,1,,2001,11
2766,drowning or exhaustion,4,,2001,11
2767,drowning or exhaustion,2,,2001,11
2768,unknown,2,,2001,11
2769,unknown,17,Eastern Mediterranean Route,2001,11
2770,drowning or exhaustion,1,Western Mediterranean Route,2001,11
2771,unknown,5,,2001,11
2772,drowning or exhaustion,5,Apulia and Calabria Route,2001,11
2773,drowning or exhaustion,17,,2001,11
2774,drowning or exhaustion,1,,2001,11
2775,violent accidental death,1,,2001,10
2776,unknown,1,Western Mediterranean Route,2001,10
2777,unknown,1,Eastern Mediterranean Route,2001,10
2778,unknown,25,,2001,10
2779,drowning or exhaustion,1,,2001,10
2780,drowning or exhaustion,1,Western Mediterranean Route,2001,10
2781,unknown,15,,2001,10
2782,unknown,1,,2001,10
2783,unknown,1,Eastern Mediterranean Route,2001,10
2784,unknown,1,Apulia and Calabria Route,2001,10
2785,drowning or exhaustion,4,Central Mediterranean Route,2001,10
2786,unknown,7,,2001,10
2787,drowning or exhaustion,12,Apulia and Calabria Route,2001,10
2788,drowning or exhaustion,2,Western Mediterranean Route,2001,10
2789,drowning or exhaustion,7,Western Mediterranean Route,2001,1
2790,drowning or exhaustion,1,Western Mediterranean Route,2001,1
2791,drowning or exhaustion,6,Western Mediterranean Route,2001,1
2792,drowning or exhaustion,1,,2001,1
2793,suicide,1,,2001,1
2794,drowning or exhaustion,1,Eastern Mediterranean Route,2001,1
2795,drowning or exhaustion,4,Eastern Mediterranean Route,2001,1
2796,drowning or exhaustion,2,Eastern Mediterranean Route,2001,1
2797,drowning or exhaustion,2,Apulia and Calabria Route,2001,1
2798,drowning or exhaustion,1,Apulia and Calabria Route,2001,1
2799,violent accidental death,1,,2001,1
2800,unknown,5,Eastern Mediterranean Route,2001,1
2801,drowning or exhaustion,1,Western African Route,2001,1
2802,drowning or exhaustion,11,Western Mediterranean Route,2001,1
2803,unknown,15,Eastern Mediterranean Route,2001,1
2804,drowning or exhaustion,3,Eastern Mediterranean Route,2001,1
2805,drowning or exhaustion,1,Western Mediterranean Route,2001,1
2806,drowning or exhaustion,1,,2001,1
2807,drowning or exhaustion,1,,2001,1
2808,unknown,1,Western Mediterranean Route,2001,1
2809,authorities related death,1,,2001,1
2810,malicious intent,2,,2001,1
2811,violent accidental death,1,,2001,1
